2019-10-31 14:57:08 , 18.20
2019-10-31 14:57:14 , 18.30
2019-10-31 14:57:20 , 18.30
2019-10-31 14:57:26 , 18.30
2019-10-31 14:57:33 , 18.30
2019-10-31 14:57:41 , 18.20
2019-10-31 14:57:48 , 9.10
2019-10-31 14:57:54 , 18.20
2019-10-31 14:58:00 , 18.30
2019-10-31 14:58:07 , 18.30
2019-10-31 14:58:13 , 18.20
2019-10-31 14:58:19 , 18.20
2019-10-31 14:58:25 , 18.30
2019-10-31 14:58:32 , 18.20
2019-10-31 14:58:38 , 18.20
2019-10-31 14:58:44 , 18.20
2019-10-31 14:58:50 , 18.30
2019-10-31 14:58:57 , 18.20
2019-10-31 14:59:03 , 18.20
2019-10-31 14:59:09 , 18.20
2019-10-31 14:59:15 , 18.30
2019-10-31 14:59:22 , 18.20
2019-10-31 14:59:43 , 9.10
2019-10-31 15:00:14 , 18.30
2019-10-31 15:00:45 , 18.30
2019-10-31 15:01:16 , 18.20
2019-10-31 15:01:48 , 18.20
2019-10-31 15:02:22 , 18.20
2019-10-31 15:02:53 , 18.20
2019-10-31 15:03:24 , 18.30
2019-10-31 15:03:55 , 18.20
2019-10-31 15:04:27 , 18.20
2019-10-31 15:04:58 , 18.20
2019-10-31 15:05:29 , 18.20
2019-10-31 15:06:00 , 18.30
2019-10-31 15:06:32 , 18.30
2019-10-31 15:07:03 , 18.40
2019-10-31 15:07:34 , 18.40
2019-10-31 15:08:05 , 18.40
2019-10-31 15:08:37 , 18.40
2019-10-31 15:09:08 , 18.30
2019-10-31 15:09:39 , 18.30
2019-10-31 15:10:10 , 18.30
2019-10-31 15:10:42 , 18.20
2019-10-31 15:11:13 , 18.20
2019-10-31 15:11:44 , 18.10
2019-10-31 15:12:18 , 18.10
2019-10-31 15:12:49 , 18.10
2019-10-31 15:13:20 , 18.20
2019-10-31 15:13:52 , 18.20
2019-10-31 15:14:23 , 18.20
2019-10-31 15:14:54 , 18.20
2019-10-31 15:15:25 , 18.20
2019-10-31 15:15:57 , 18.30
2019-10-31 15:16:28 , 18.30
2019-10-31 15:16:59 , 18.40
2019-10-31 15:17:30 , 18.40
2019-10-31 15:18:02 , 18.40
2019-10-31 15:18:33 , 18.40
2019-10-31 15:19:04 , 18.50
2019-10-31 15:19:35 , 18.50
2019-10-31 15:20:07 , 18.60
2019-10-31 15:20:38 , 18.60
2019-10-31 15:21:09 , 18.60
2019-10-31 15:21:40 , 18.60
2019-10-31 15:22:12 , 18.60
2019-10-31 15:22:43 , 18.60
2019-10-31 15:23:14 , 18.60
2019-10-31 15:23:45 , 18.60
2019-10-31 15:24:17 , 18.60
2019-10-31 15:24:48 , 18.60
2019-10-31 15:25:22 , 18.60
2019-10-31 15:25:53 , 18.60
2019-10-31 15:26:24 , 18.60
2019-10-31 15:26:56 , 18.50
2019-10-31 15:27:27 , 18.50
2019-10-31 15:27:58 , 18.50
2019-10-31 15:28:29 , 18.50
2019-10-31 15:29:00 , 18.50
2019-10-31 15:29:32 , 18.40
2019-10-31 15:30:03 , 18.40
2019-10-31 15:30:37 , 18.30
2019-10-31 15:31:08 , 18.30
2019-10-31 15:31:39 , 18.30
2019-10-31 15:32:11 , 18.20
2019-10-31 15:32:42 , 18.20
2019-10-31 15:33:13 , 18.20
2019-10-31 15:33:44 , 18.20
2019-10-31 15:34:16 , 18.20
2019-10-31 15:34:47 , 18.20
2019-10-31 15:35:18 , 18.20
2019-10-31 15:35:49 , 18.10
2019-10-31 15:36:21 , 18.10
2019-10-31 15:36:54 , 18.20
2019-10-31 15:37:26 , 18.10
2019-10-31 15:37:57 , 18.20
2019-10-31 15:38:28 , 18.20
2019-10-31 15:38:59 , 18.20
2019-10-31 15:39:31 , 18.20
2019-10-31 15:40:02 , 18.20
2019-10-31 15:40:33 , 18.20
2019-10-31 15:41:04 , 18.20
2019-10-31 15:41:36 , 18.20
2019-10-31 15:42:07 , 18.20
2019-10-31 15:42:38 , 18.30
2019-10-31 15:43:09 , 18.30
2019-10-31 15:43:41 , 18.20
2019-10-31 15:44:12 , 18.30
2019-10-31 15:44:43 , 18.20
2019-10-31 15:45:17 , 18.20
2019-10-31 15:45:48 , 18.20
2019-10-31 15:46:19 , 18.20
2019-10-31 15:46:51 , 18.20
2019-10-31 15:47:22 , 18.20
2019-10-31 15:47:53 , 18.20
2019-10-31 15:48:25 , 18.20
2019-10-31 15:48:56 , 18.20
2019-10-31 15:49:27 , 18.20
2019-10-31 15:49:58 , 18.20
2019-10-31 15:50:30 , 18.20
2019-10-31 15:51:01 , 18.30
2019-10-31 15:51:32 , 18.30
2019-10-31 15:52:06 , 18.30
2019-10-31 15:52:37 , 18.20
2019-10-31 15:53:08 , 18.20
2019-10-31 15:53:40 , 18.20
2019-10-31 15:54:11 , 18.10
2019-10-31 15:54:42 , 18.10
2019-10-31 15:55:13 , 18.10
